rank,title,gross,theaters,total gross,release date,distributor,download URL
139,Wicker Park,"$13,001,257.00","$2,598.00","$13,001,257.00",Sep 3,Metro-Goldwyn-Mayer (MGM),https://www.subtitlecat.com/subs/123/Wicker%20Park%20-%202004.html
140,The Phantom of the Opera,"$12,956,893.00","$1,515.00","$51,268,815.00",Dec 22,Warner Bros.,https://subtitlecat.com/subs/230/The.Phantom.of.the.Opera.2004.1080p.BluRay.x264.YIFY.html
141,Darkness,"$12,872,058.00","$1,718.00","$22,163,442.00",Dec 25,Dimension Films,https://www.subtitlecat.com/subs/299/Darkness.2002.UNRATED.1080p.BluRay.x265-RARBG.html
142,I Heart Huckabees,"$12,576,126.00",$901.00,"$12,785,432.00",October 1,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/739/I.Heart.Huckabees.2004.1080p.WEBRip.x264.AAC5.1-%5BYTS.MX%5D.html
143,Master and Commander: The Far Side of the World,"$12,396,172.00","$3,101.00","$93,927,920.00",Nov 14,Twentieth Century Fox,https://subtitlecat.com/subs/197/Master.and.Commander.The.Far.Side.of.the.World.2003.1080p.BrRip.x264.YIFY.html
144,Breakin' All the Rules,"$12,264,319.00","$1,318.00","$12,264,319.00",May 14,Screen Gems,https://www.subtitlecat.com/subs/445/Breakin%20all%20the%20Rules%202004%20ML%20DVD5%20Untouched-iND.html
145,Chasing Liberty,"$12,195,626.00","2,400","$12,195,626.00",Jan 9,Warner Bros.,https://subtitlecat.com/subs/74/Chasing.Liberty.2004.1080p.HULU.WEB-DL.AAC2.0.H.264-JM.html
146,In America,"$11,858,450.00",$403.00,"$15,539,656.00",Nov 26,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/921/In.America.2002.720p.WEB-DL.DD5.1.H.264-ViGi.html
147,The Cookout,"$11,814,019.00","1,303","$11,814,019.00",September 3,Lionsgate,https://www.subtitlecat.com/subs/515/The%20Cookout%20%282004%29%201080p.html
148,Surviving Christmas,"$11,663,156.00","$2,755.00","$11,663,156.00",Oct 22,DreamWorks Distribution,null
149,Super Size Me,"$11,535,710.00",$230.00,"$11,536,423.00",May 7,IDP Distribution,https://subtitlecat.com/subs/311/Super%20Size%20Me%20%282004%29.html
150,The Life Aquatic with Steve Zissou,"$11,361,325.00","$1,105.00","$24,020,403.00",Dec 10,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/35/The.Life.Aquatic.With.Steve.Zissou.2004.720p.BrRip.x264.YIFY.html
151,Girl with a Pearl Earring,"$11,070,310.00",$402.00,"$11,670,971.00",Dec 12,Lionsgate,https://www.subtitlecat.com/subs/14/111Girl.with.a.Pearl.Earring.eng.html
152,21 Grams,"$10,835,411.00",$411.00,"$16,290,476.00",Nov 21,Focus Features,https://www.subtitlecat.com/subs/253/21.Grams.2003.1080p.BluRay.x264.YIFY.html
153,Raise Your Voice,"$10,413,484.00","2,521","$10,411,980.00",Oct 8,New Line Cinema,https://www.subtitlecat.com/subs/174/Raise.Your.Voice.2004.1080p.WEBRip.x264-RARBG.English.html
154,The Perfect Score,"$10,391,003.00","2,208","$10,391,003.00",Jan 30,Paramount Pictures,https://www.subtitlecat.com/subs/617/The.Perfect.Score.2004.ALL.WEBRip.en.html
155,Space Station 3D,"$10,241,152.00",64,"$93,383,953.00",Apr 19,IMAX,null
156,House of Sand and Fog,"$10,094,363.00",$598.00,"$13,040,288.00",Dec 19,DreamWorks Distribution,https://www.subtitlecat.com/subs/203/House.of.Sand.and.Fog.2003..html
157,What the #$*! Do We (K)now!?,"$10,040,325.00",$146.00,"$10,942,306.00",Feb 6,Captured Light,null
158,Bugs!,"$9,694,425.00",$33.00,"$19,063,544.00",Mar 12,SK Films,https://www.subtitlecat.com/subs/1391/Bugs%21%20%282003%29eng.html
159,Sleepover,"$9,436,390.00","2,207","$9,436,390.00",Jul 9,Metro-Goldwyn-Mayer (MGM),https://www.subtitlecat.com/subs/321/Sleepover.2004.1080p.BluRay.x265-RARBG.html
160,Superbabies: Baby Geniuses 2,"$9,219,388.00","$1,276.00","$9,219,388.00",August 27,Triumph Releasing Corporation,null
161,First Daughter,"$9,055,921.00","$2,280.00","$9,055,921.00",Sep 24,Twentieth Century Fox,https://www.subtitlecat.com/subs/1344/First.Daughter.2004.1080p.WEBRip.x264.AAC-%5BYTS.MX%5D.eng2.html
162,Saved!,"$8,940,582.00",$592.00,"$8,940,582.00",May 28,United Artists,https://www.subtitlecat.com/subs/110/Saved%21.2004.720p.BluRay.x264-%5BYTS.AG%5D.html
163,The Haunted Mansion,"$8,830,978.00","3,122","$75,847,266.00",Nov 26,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/446/The.Haunted.Mansion.2003.720p.BluRay.x264.YIFY.Eng.html
164,Suspect Zero,"$8,725,813.00","1,501","$8,725,813.00",Aug 27,Paramount Pictures,https://www.subtitlecat.com/subs/617/Suspect.Zero.2004.1080p.WEB.H264.3ce7c05-DiMEPiECE_track3_%5Beng%5D.html
165,Connie and Carla,"$8,085,771.00","$1,016.00","$8,085,771.00",Apr 16,Universal Pictures,https://www.subtitlecat.com/subs/127/Connie.and.Carla.2004.1080p.AMZN.WEBRip.DDP5.1.x264-QOQ.html
166,Bad Santa,"$7,211,279.00","2,540","$60,060,328.00",Nov 26,Dimension Films,https://www.subtitlecat.com/subs/132/Bad.Santa.2003.UNRATED.1080p.BluRay.x264.AC3-ETRG.html
167,Stuck on You,"$7,069,085.00","$3,007.00","$33,832,741.00",Dec 12,Twentieth Century Fox,https://www.subtitlecat.com/subs/902/Stuck.on.You.2003.1080p.BluRay.x264-PSYCHD.html
168,The Cooler,"$6,882,556.00",$408.00,"$8,291,572.00",Nov 26,Lionsgate,https://www.subtitlecat.com/subs/52/The.Cooler.2003.720p.BluRay.x264-%5BYTS.AM%5D.html
169,Thunderbirds,"$6,880,917.00","2,062","$6,880,917.00",Jul 30,Universal Pictures,https://subtitlecat.com/subs/4/Thunderbirds.2004.1080p.WEB-DL.AAC2.0.H264-FGT.html
170,Woman Thou Art Loosed,"$6,879,730.00",$521.00,"$6,879,730.00",Oct 1,Magnolia Pictures,null
171,Maria Full of Grace,"$6,529,624.00",$127.00,"$6,529,624.00",Jul 16,Fine Line Features,https://subtitlecat.com/subs/47/Rogue%20-%2004x01%20-%20Maria%2C%20Full%20of%20Grace.720p.WEBRip.x264-NoGRP.English.C.orig.Addic7ed.com.html
172,Teacher's Pet,"$6,491,969.00","2,027","$6,491,969.00",Jan 16,Walt Disney Studios Motion Pictures,null
173,The Big Bounce,"$6,489,476.00","$2,304.00","$6,489,476.00",Jan 30,Warner Bros.,https://subtitlecat.com/subs/221/The.Big.Bounce.2004.720p.BluRay.x264.%5BYTS.MX%5D-English.html
174,Kinsey,"$6,326,263.00",$588.00,"$10,254,979.00",Nov 12,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/267/Kinsey%20%282004%29%20_%20ENG.html
175,The Triplets of Belleville,"$6,245,780.00",$463.00,"$7,007,149.00",Nov 26,Sony Pictures Classics,https://www.subtitlecat.com/subs/975/The%20Triplets%20of%20Belleville%202003%20BluRay%201080p%20REMUX%20AVC%20DTS-HD%20MA%205.1-LEGi0N-English.html
176,Against the Ropes,"$5,884,190.00","1,601","$5,884,190.00",Feb 20,Paramount Pictures,https://www.subtitlecat.com/subs/402/Against.the.Ropes.2004.WEBRip.iNTENSO.en.html
177,Elf,"$5,852,220.00","3,381","$173,398,518.00",Nov 7,New Line Cinema,https://www.subtitlecat.com/subs/595/Elf.2003.720p.BluRay.x264-SiNNERS.html
178,Before Sunset,"$5,820,649.00",204,"$5,820,649.00",Jul 2,Warner Independent Pictures (WIP),https://www.subtitlecat.com/subs/224/Before.Sunset.2004.1080p.BluRay.H264.AAC-RARBG.html
179,The Clearing,"$5,763,875.00",449,"$5,763,875.00",Jul 2,Fox Searchlight Pictures,null
180,Never Die Alone,"$5,645,298.00","1,160","$5,645,298.00",Mar 26,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/133/Never.Die.Alone.2004.720p.BluRay.x264-7SinS-HI.html
181,The Young Black Stallion,"$5,242,131.00",$51.00,"$6,751,389.00",Dec 25,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/676/The.Young.Black.Stallion.2003.1080p.WEBRip.x264.AAC5.1-%5BYTS.MX%5D.html
182,Club Dread,"$5,001,708.00","$1,807.00","$5,001,708.00",Feb 27,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/122/Club.Dread.2004.WEB-DLeng.html
183,Birth,"$4,762,995.00",550,"$5,095,038.00",Oct 29,New Line Cinema,https://www.subtitlecat.com/subs/787/Birth.2004.1080p.WEBRip.x2.html
184,Touching the Void,"$4,593,598.00",$137.00,"$4,593,598.00",Jan 23,IFC Films,https://www.subtitlecat.com/subs/33/Touching.the.Void.2003.720p.BluRay.x264.YIFY.html
185,Spartan,"$4,434,432.00",$832.00,"$4,434,432.00",March 12,Warner Bros.,https://www.subtitlecat.com/subs/679/Spartan.2004.1080p.BluRay.x264.AAC5.1-%5BYTS.MX%5D.html
186,Love Don't Cost a Thing,"$4,321,550.00","$1,844.00","$21,924,226.00",Dec 12,Warner Bros.,https://www.subtitlecat.com/subs/303/Love.Don%27t.Cost.A.Thing.2003.WS.DVDRip.x264-REKoDE.html
187,A Day Without a Mexican,"$4,195,471.00",107,"$4,179,890.00",May 14,Televisa Cine,https://www.subtitlecat.com/subs/434/A%20Day%20without%20a%20Mexican%20%282004%29%20DVDRip.html
188,Good Bye Lenin!,"$4,064,200.00",$125.00,"$4,064,200.00",Feb 27,Sony Pictures Classics,https://www.subtitlecat.com/subs/85/Good%20Bye%20Lenin%20ENG.html
189,The Fog of War,"$4,020,568.00",$261.00,"$4,198,566.00",Dec 19,Sony Pictures Classics,https://www.subtitlecat.com/subs/697/The.Fog.Of.War.2003.1080p.BluRay.x264.AAC5.1-%5BYTS.MX%5D.html
190,Camping sauvage,"$3,894,585.00",99,"$3,894,585.00",Jul 9,Alliance Atlantis Vivafilm,https://subtitlecat.com/subs/520/Camping%20sauvage%20%282005%29.html
191,The Door in the Floor,"$3,842,119.00",$134.00,"$3,854,624.00",Jul 14,Focus Features,https://www.subtitlecat.com/subs/81/The.Door.In.The.Floor.2004.720p.BrRip.x264.YIFY.html
192,Benji: Off the Leash!,"$3,817,362.00",$877.00,"$3,817,362.00",Aug 20,Mulberry Square Releasing,https://www.subtitlecat.com/subs/76/Benji.Off.the.Leash.2004.Netflix.WEB-DL.DD2.0.x264-QOQ.eng.html
193,House of Flying Daggers,"$3,564,467.00","$1,189.00","$11,050,094.00",Dec 3,Sony Pictures Classics,https://www.subtitlecat.com/subs/295/House.of.Flying.Daggers.2004.1080p.BluRay.VC-1.DTS-HD.MA.5.1-FGT.Eng.html
194,Being Julia,"$3,518,676.00",$328.00,"$7,739,049.00",Oct 15,Sony Pictures Classics,https://www.subtitlecat.com/subs/173/Being%20Julia%20%282004%29.en.html
195,City of God,"$3,499,198.00",242,"$7,564,459.00",Jan 17,Miramax,https://www.subtitlecat.com/subs/828/City%20Of%20God%20s00e00%202002.eng.html
196,Love Actually,"$3,249,904.00","$1,714.00","$59,827,019.00",Nov 7,Universal Pictures,https://www.subtitlecat.com/subs/0/Love%20actually.html
197,The Cat in the Hat,"$3,098,290.00","$3,467.00","$101,149,285.00",Nov 21,Universal Pictures,https://www.subtitlecat.com/subs/134/Dr%20Seuss%20The%20Cat%20In%20The%20Hat%20Feature_EN.html
198,Honey,"$2,940,217.00","$1,972.00","$30,308,417.00",Dec 5,Universal Pictures,https://www.subtitlecat.com/subs/106/Honey%20%282003%29%20%5BEnglish%5D.html
199,Clifford's Really Big Movie,"$2,922,354.00",471,"$2,922,354.00",Apr 20,Warner Bros.,https://subtitlecat.com/subs/321/Clifford.the.Big.Red.Dog.html
200,Veer Zaara,"$2,863,026.00",88,"$2,938,532.00",Nov 11,Yash Raj Films,https://www.subtitlecat.com/subs/460/Veer-Zaara.2004.1080p.BluRay.x264.AAC5.1-%5BYTS.MX%5D-eng.html
